"Time_ms","MsgProc","StateAfter","MsgClass","MsgNumber","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","TimeString","MsgText","PLC"
"$RT_COUNT$",1,,,,,,,,,,,,,,,
